PH,AP,SOC,TN,TP,Population,age010,age6580,Temperature,Precipitation,DEM,Road,GDP,NDVI,Longitude,Latitude,Tetracyclines
6.69,0.0121,1.29,1.467,0.408,98,10.76840432,10.72703696,17.06409,800.7766,1815,2.32148,1247,133,101.595154,24.972517,0.389694336
7.87,0.226,3.51,4.145,1.741,98,10.76841699,10.72707797,16.99715,798.9857,1815,2.32148,1247,183,101.599159,24.97285,38.05799842
7.28,0.0257,1.25,1.605,0.704,1223,10.76842407,10.72707197,17.22038,790.2643,1796,3.747947,1324,124,101.512924,25.071833,0.413173923
8.01,0.0611,1.82,1.84,1.063,1223,10.76841734,10.72707438,17.22038,790.2643,1796,3.747947,1324,102,101.512982,25.07292,1.815967424
5.53,0.00916,3.30,3.406,0.854,1369,10.76842789,10.72706856,17.00148,796.7821,1824,3.883718,1415,148,101.502831,25.069131,0
6.31,0.00226,2.38,2.55,0.413,1369,10.76841897,10.72705621,17.00148,796.7821,1824,3.883718,1182,170,101.501781,25.069978,0.284588636
6.14,0.0639,1.39,1.194,0.484,269,10.76842957,10.72706786,16.97877,797.9876,1853,4.752853,1823,149,101.49531,25.072515,0.198149423
6.15,0.00129,1.97,1.927,0.467,1369,10.76841864,10.72706537,17.00148,796.7821,1819,5.073597,1423,129,101.502897,25.074693,0.174459286
6.45,0.00058,0.94,1.212,0.442,2600,10.7684205,10.72706855,17.00148,796.7821,1819,5.073597,1823,136,101.501023,25.075237,0.173723995
5.89,0.462,3.88,3.758,1.598,1141,10.76842038,10.72706885,17.05252,791.9341,1839,3.588021,1332,163,101.488551,25.07946,2.013090788
7.34,0.055,1.12,1.069,1.025,1141,10.76841966,10.72706975,17.05252,791.9341,1839,3.588021,1332,167,101.487861,25.079882,0
4.66,0.178,2.09,2.295,1.153,1141,10.76842476,10.72706034,17.02193,792.495,1839,3.588021,1332,157,101.485804,25.08056,0.50768277
7.02,0.152,2.97,3.208,1.349,1141,10.76842852,10.72706894,17.02193,792.495,1839,3.588021,1332,138,101.484501,25.080933,1.217482753
5.56,0.178,1.45,1.641,0.865,1056,10.76842296,10.72707081,17.02193,792.495,1839,3.588021,1332,143,101.482601,25.081322,0
7.62,0.222,2.61,2.741,1.323,1056,10.76841805,10.72707005,17.02193,792.495,1830,5.309407,1442,176,101.480045,25.078512,0.441703567
7.85,0.108,3.89,3.164,1.188,1056,10.7684294,10.72707108,17.07034,792.548,1830,3.732678,1442,156,101.475862,25.077497,0
7.09,0.104,3.70,3.867,1.034,804,10.76840879,10.72707452,17.07034,792.548,1830,2.985841,1287,126,101.47341,25.079209,0.708772753
7.01,0.0369,2.96,3.227,0.813,804,10.76841552,10.72707657,17.07034,792.548,1836,2.985841,1287,144,101.471858,25.0798,3.369017015
7.54,0.035,2.88,2.96,0.628,804,10.76842153,10.72706555,17.07034,792.548,1830,2.985841,1287,148,101.474385,25.079878,0.240149592
6.59,0.176,3.56,3.637,1.046,804,10.76838798,10.72705213,17.02291,794.1131,1836,2.985841,1168,132,101.470742,25.079385,0
7.18,0.387,6.55,6.27,3.513,804,10.76843264,10.72707559,17.02291,794.1131,1836,4.934865,1168,126,101.467866,25.08074,0.942932888
6.19,0.0183,3.05,3.509,0.633,143,10.76843104,10.72705354,17.02291,794.1131,1836,4.934865,1168,173,101.46552,25.081555,8.32092448
7.80,0.0635,3.58,3.846,1.07,143,10.76842049,10.7270674,17.02291,794.1131,1836,4.934865,1168,154,101.464513,25.082859,8.410627524
6.59,0.516,2.10,2.375,2.73,10592,13.08458036,9.07402637,18.28745,1064.535,1305,1.762083,1838,136,103.413407,23.357014,0.397479186
6.41,0.307,1.11,1.686,1.579,10592,13.08456242,9.074042719,18.28745,1064.535,1305,1.762083,1838,150,103.412893,23.356201,0.250391387
7.02,0.206,2.14,2.462,2.635,10592,13.08457511,9.07403147,18.28745,1064.535,1305,1.762083,1838,155,103.413743,23.35396,0.891702131
7.31,0.266,1.49,1.735,1.98,10592,13.08455971,9.074042306,18.28745,1064.535,1305,2.752035,1838,148,103.41427,23.352697,0.155068622
7.95,0.0995,1.58,1.61,1.943,10592,13.08457806,9.074009254,18.28745,1064.535,1305,2.752035,1838,123,103.415288,23.352006,0.156113061
8.04,0.043,0.37,0.522,0.48,759,13.08459922,9.074011673,18.16292,1065.048,1309,2.752035,4669,127,103.422423,23.356657,0.193383378
8.10,0.0221,0.54,0.802,0.529,759,13.08458741,9.07399914,18.16292,1065.048,1309,2.752035,4669,147,103.421436,23.357073,0.15292821
7.80,0.0214,0.35,0.672,0.383,759,13.08457828,9.074015771,18.28745,1064.535,1309,2.752035,4669,146,103.420738,23.356926,0.099897898
7.16,0.0157,0.36,0.783,0.397,759,13.08456941,9.074010389,18.28745,1064.535,1309,2.752035,4669,138,103.419946,23.356641,0.149603625
8.18,0.0178,0.61,0.78,0.468,759,13.0845713,9.074028213,18.16292,1065.048,1309,4.959511,4669,126,103.42474,23.353195,0.366626931
6.94,0.197,1.07,1.485,1.551,136,13.08456713,9.074037509,18.13991,1071.668,1319,6.084193,2326,126,103.423512,23.345569,0.581947839
7.93,0.0643,1.33,1.48,1.001,136,13.08456012,9.074068396,18.13991,1071.668,1319,6.084193,2326,131,103.422018,23.34589,0
8.42,0.33,2.55,2.742,2.18,136,13.08458052,9.074038878,18.266,1070.079,1319,6.084193,2326,142,103.418659,23.345419,0.388358204
8.00,0.11,2.24,2.307,1.325,136,13.0845642,9.07402506,18.266,1070.079,1319,6.084193,2326,144,103.418513,23.344622,0.401879402
8.14,0.0974,1.70,1.666,1.917,2285,13.08457454,9.074038495,18.08803,1079.429,1332,5.415433,2626,151,103.425259,23.337294,1.223180604
7.86,0.146,2.10,2.326,3.055,226,13.08457657,9.07402661,17.93566,1090.895,1341,7.474858,2205,174,103.429209,23.330054,2.322601716
7.61,0.175,1.70,2.083,2.899,226,13.08456935,9.074033061,17.86782,1091.202,1341,7.474858,2205,155,103.42972,23.32935,1.843589774
7.24,0.0341,2.59,2.519,1.014,84,12.23397637,10.77644441,18.57705,1046.66,1312,1.280087,2450,123,103.32697,23.369725,0.310832142
6.56,0.0176,1.61,1.735,1.248,84,12.2339794,10.77645797,18.57705,1046.66,1312,1.280087,2682,120,103.328578,23.369253,0.313878246
7.62,0.0456,1.36,1.468,1.087,84,12.23392115,10.7764612,18.65573,1046.877,1312,1.280087,2682,102,103.330403,23.368459,0.256312558
7.01,0.056,1.87,2.157,1.39,84,12.23405835,10.77646688,18.57705,1046.66,1317,1.280087,2450,112,103.32827,23.367332,0.117309673
6.51,0.0016,1.28,1.349,0.687,295,13.08458457,9.074048374,18.64243,1056.942,1317,1.159384,1896,119,103.331414,23.366472,0.266396337
7.84,0.0116,1.95,1.765,0.889,967,13.08458083,9.074030099,18.78249,1049.484,1314,3.678087,3462,108,103.342755,23.373255,0.168366258
7.89,0.0139,1.87,1.71,0.846,967,13.08457521,9.074006708,18.78249,1049.484,1314,3.678087,3462,106,103.342294,23.372368,0.319205525
7.69,0.021,2.57,2.046,1.079,1688,13.08456953,9.074025334,18.78249,1049.484,1314,3.678087,3462,99,103.341493,23.373698,0
7.46,0.00578,0.80,0.734,0.533,1688,13.08456453,9.074023879,18.65573,1046.877,1314,1.280087,2682,159,103.335474,23.37004,0.185124522
7.69,0.00735,3.60,2.966,0.723,6439,13.0845696,9.07403118,19.31137,1060.666,1306,11.50637,5488,162,103.376748,23.369282,0.09915553
7.90,0.0391,1.91,1.786,0.75,1018,13.08456734,9.074033241,19.14302,1049.481,1305,6.846397,5086,130,103.355668,23.372365,0.473583561
7.96,0.00818,0.79,0.924,0.408,1018,13.08457031,9.074036036,19.14302,1049.481,1305,6.846397,5086,137,103.355798,23.37194,0.142522905
7.73,0.126,2.71,4.03,1.076,1018,13.0845633,9.074033341,19.14302,1049.481,1307,2.466407,4840,144,103.354684,23.367138,0.785225948
6.99,0.156,2.06,2.948,3.038,8115,12.05527721,12.30692264,17.43981,838.5126,1634,7.443305,12525,134,102.541085,24.381815,1.725548909
8.01,0.0789,3.25,3.333,1.703,3652,12.05528068,12.30692449,17.34908,838.1415,1646,5.573683,24779,163,102.547169,24.390665,0.306586803
8.06,0.0564,1.60,2.108,1.272,1289,12.05527949,12.30691902,17.28252,837.1023,1640,5.573683,24779,65,102.549626,24.39227,0
7.95,0.0573,1.39,1.785,1.02,842,12.05527478,12.3069234,17.34908,838.1415,1640,8.453661,24044,138,102.553754,24.391439,0.236805098
7.48,0.0684,2.92,3.464,1.217,709,12.05525085,12.30695023,17.28654,834.3038,1639,4.945198,12642,132,102.558621,24.39586,1.994351735
8.08,0.141,2.18,2.406,2.833,665,12.05527288,12.30693091,17.22591,834.9952,1648,3.287867,10312,147,102.552275,24.405699,1.993775253
8.20,0.213,1.57,2.145,1.739,211,12.05528336,12.30689573,17.17107,835.6875,1655,5.891598,10643,143,102.547625,24.411226,0.876586054
8.02,0.102,1.53,2.065,1.144,211,12.05531758,12.30689988,17.17107,835.6875,1655,6.177078,13281,140,102.548366,24.412554,0.15805069
7.52,0.108,2.31,3.103,1.919,665,12.05528118,12.30692477,17.22075,833.8882,1648,4.945198,12642,145,102.556104,24.403198,0.750510178
7.32,0.202,3.29,3.76,2.483,665,12.05527906,12.30691914,17.22075,833.8882,1648,4.945198,12642,105,102.556391,24.401053,3.045087811
8.14,0.0228,1.28,1.734,0.705,486,12.05526896,12.30693037,17.17107,835.6875,1656,2.010473,10449,131,102.553699,24.415568,1.380499035
6.70,0.414,3.13,4.308,3.107,486,12.05526152,12.30693948,17.1717,835.1669,1656,2.010473,10449,152,102.55445,24.415097,9.642901441
8.05,0.0799,0.38,0.576,0.545,676,12.05527169,12.30694255,17.10903,838.017,1652,4.110577,10449,161,102.559185,24.417312,0.616359077
7.81,0.162,1.45,1.629,1.436,676,12.05528162,12.30691788,17.10903,838.017,1658,4.110577,10449,153,102.559702,24.418907,0
6.53,0.466,3.33,3.818,4.036,268,12.05527839,12.30691053,17.10903,838.017,1656,2.010473,10449,147,102.556378,24.417312,4.846551834
7.09,0.278,2.05,2.357,2.679,211,12.05529263,12.30692846,17.17107,835.6875,1655,6.177078,13281,149,102.546239,24.414883,6.249508567
7.62,0.175,2.26,2.73,1.787,1674,12.05528181,12.3069192,17.12873,841.5923,1654,6.177078,13281,146,102.546031,24.41856,1.660844008
7.00,0.209,1.76,2.545,2.051,10152,12.05528492,12.30691871,17.03617,843.7553,1660,4.772069,10677,137,102.556744,24.431123,13.42535454
5.86,0.44,2.42,3.091,2.036,173,12.05527383,12.30691627,17.02452,846.8901,1660,4.772069,10677,150,102.552897,24.435309,1.706023054
6.11,0.386,1.57,2.108,1.718,173,12.05528857,12.30693071,16.99842,845.671,1660,4.772069,10677,137,102.554739,24.434966,0.18533359
6.59,0.247,1.11,1.623,1.061,1674,12.05527478,12.30692288,17.02452,846.8901,1655,5.01079,11328,150,102.547715,24.435692,0.236056952
7.00,0.0104,0.35,0.914,0.451,1674,12.05528136,12.30691786,17.02452,846.8901,1659,5.01079,11328,145,102.547119,24.438389,0.139102002
7.61,0.149,0.77,1.735,1.034,1674,12.0552718,12.30692274,17.02452,846.8901,1659,5.129488,10215,131,102.547564,24.440024,0.065632915
7.81,0.189,1.41,1.952,1.661,519,12.05526437,12.30694342,16.98931,848.761,1689,3.650023,10289,109,102.550271,24.446195,0.214280247
7.51,0.357,2.20,3.189,3.515,519,12.05528514,12.30691366,16.98931,848.761,1689,3.650023,10289,126,102.55135,24.448007,2.832318845
7.59,0.263,1.89,2.189,2.469,519,12.05527706,12.30691898,16.98931,848.761,1689,5.491189,13067,135,102.551899,24.449837,0.758953084
7.80,0.0209,3.25,3.259,0.79,6943,12.05527976,12.30691938,16.92111,851.0986,1712,5.491189,13067,104,102.553214,24.454694,0.135398375
7.71,0.0447,2.93,3.058,1.003,6943,12.05528244,12.30692036,16.92111,851.0986,1712,5.491189,13067,135,102.55255,24.456103,0.073161854
8.18,0.0813,1.80,2.047,1.143,273,12.05527734,12.30691839,16.80018,858.0795,1712,3.817187,12386,163,102.545634,24.460531,2.335061226
7.88,0.164,2.05,2.419,2.209,273,12.05527924,12.30692511,16.83637,852.867,1742,3.817187,12386,153,102.547462,24.464543,6.941497623
7.40,0.201,0.99,1.722,1.521,273,12.05527929,12.30691813,16.83637,852.867,1742,3.378348,12386,142,102.548463,24.466172,4.011070461
6.15,0.374,1.74,2.077,2.545,44,12.05528158,12.30691532,16.6658,858.3785,1797,5.637744,11546,159,102.550295,24.470565,0.228011384
8.11,0.0213,1.78,1.156,0.738,693,12.05527576,12.30692307,17.17012,849.3977,1635,6.08336,10504,129,102.513286,24.33191,0.109023577
7.16,0.196,2.49,2.325,1.951,693,12.05527362,12.30693379,17.19491,849.447,1635,6.08336,10504,109,102.51263,24.332359,11.11802867
7.68,0.0416,2.30,2.227,0.591,693,12.05528408,12.30691418,17.17012,849.3977,1635,7.684398,13662,101,102.515086,24.327857,0.153057329
6.59,0.238,1.31,1.648,1.15,693,12.05527978,12.30690657,17.17012,849.3977,1635,7.684398,13662,114,102.514533,24.327477,5.768965469
6.11,0.425,1.81,2.649,1.92,1750,12.0552846,12.3069144,17.1586,848.8809,1634,6.595102,12826,113,102.51033,24.321567,15.94916984
6.56,0.00541,0.62,0.833,0.46,1750,12.05529147,12.30692019,17.1586,848.8809,1634,6.595102,12826,135,102.509375,24.321693,0.06422528
7.23,0.0781,2.10,2.252,1.104,665,12.05524194,12.30695531,17.1586,848.8809,1637,4.065489,10258,169,102.505728,24.317158,0.168659168
6.84,0.304,1.68,2.102,1.681,139,12.0552137,12.30692837,17.12997,852.2186,1637,4.065489,10258,140,102.505044,24.315702,0.169256124
6.26,0.449,1.68,1.868,2.116,139,12.05528446,12.30694545,17.12997,852.2186,1637,4.065489,10180,120,102.504536,24.314034,3.502568119
7.74,0.168,2.42,2.94,2.809,139,12.05527833,12.30691316,17.13966,853.2741,1637,4.065489,10180,121,102.503603,24.312055,0.88793775
4.77,0.346,2.03,2.829,2.036,139,12.05523206,12.30685194,17.13966,853.2741,1633,3.419782,10212,128,102.502069,24.309332,1.898559379
5.07,0.57,2.03,3.004,2.267,139,12.05526398,12.30687256,17.07308,855.8882,1633,3.419782,10212,144,102.502117,24.308768,3.078566883
7.74,0.066,1.81,2.201,1.226,791,12.05532888,12.30692119,17.07308,855.8882,1657,3.419782,10212,101,102.501766,24.308042,1.141832475
6.59,0.59,3.80,4.203,4.57,23,12.05526987,12.30692849,16.97572,860.2889,1657,3.628408,10179,168,102.502965,24.299268,201.7060797
6.45,0.192,2.57,3.826,2.328,675,12.05527258,12.30695698,17.07308,855.8882,1657,6.46552,10212,129,102.49798,24.302449,5.946051368
7.03,0.124,1.02,1.734,1.134,675,12.0552882,12.30693593,17.07308,855.8882,1657,6.46552,10179,95,102.499166,24.301307,4.165712014
4.28,0.497,3.56,2.915,2.709,186,12.05525928,12.30693985,17.06305,860.6295,1638,3.715019,8137,149,102.503689,24.27919,0
4.89,0.204,2.44,2.568,1.448,186,12.0552747,12.3069007,17.06305,860.6295,1676,5.205641,8137,127,102.501725,24.278171,0
6.66,0.572,4.67,4.562,2.369,1064,12.05527059,12.3069269,17.08871,860.9245,1638,3.715019,12883,118,102.509291,24.277702,2.195681072
5.73,0.585,3.18,3.731,2.37,1064,12.05528019,12.30692477,17.08871,860.9245,1638,3.715019,12883,109,102.510276,24.279093,0.44393312
6.20,0.586,2.81,3.427,2.52,1064,12.05527305,12.30692225,17.08871,860.9245,1638,3.715019,12883,104,102.510465,24.279679,0.398024104
8.04,0.0454,0.71,0.92,0.858,908,12.05527311,12.30691812,17.17849,868.6937,1630,7.171783,14958,130,102.503745,24.250279,0.309226018
8.30,0.116,0.91,1.188,0.88,794,12.05527809,12.30691956,17.17849,868.6937,1635,2.762931,13467,94,102.503146,24.248064,0.08522008
7.74,0.2,1.28,1.735,1.554,794,12.05525522,12.30696658,17.16568,866.4777,1630,5.550933,13467,158,102.506242,24.247291,8.669837884
8.05,0.0532,2.16,2.338,1.535,794,12.0552922,12.30689559,17.16568,866.4777,1630,5.550933,10638,162,102.507072,24.247564,0.081704326
7.41,0.0316,5.25,4.296,1.002,794,12.05521635,12.30692054,17.16568,866.4777,1630,5.550933,10638,149,102.507968,24.247102,0.064461363
7.92,0.0557,1.17,1.529,1.414,937,12.05528784,12.3069192,17.05515,870.4544,1704,5.550933,10638,147,102.513798,24.242591,3.156675453
8.10,0.0241,1.53,1.766,1.001,1116,12.05528477,12.30692121,16.98497,872.3707,1704,5.550933,10638,177,102.514021,24.239932,0.108585373
7.90,0.051,0.70,1.294,1.203,908,12.05527517,12.30693237,17.16901,865.7645,1638,4.025233,9881,155,102.507322,24.253939,0.130744957
7.71,0.0435,1.39,1.057,0.445,937,12.05527775,12.30692587,17.16568,866.4777,1630,5.550933,10638,146,102.510569,24.246353,3.542755899
